Local Authority,LSOA Name,ONS Name,LSOA Code,Child Index 2011,Income domain_Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011
Cardiff,Rhiwbina 1,012B,W01001848,2.8,0.2,1.3,1.9,1.7,10.8,10.1,2.2
Cardiff,Rhiwbina 2,004A,W01001849,8.7,0.3,1.8,7.4,3.0,31.1,39.5,2.5
Cardiff,Rhiwbina 3,012C,W01001850,5.1,0.2,0.6,8.8,5.2,16.7,16.7,0.1
Cardiff,Rhiwbina 4,012D,W01001851,4.3,1.6,1.5,1.6,8.3,29.3,7.1,0.1
Cardiff,Rhiwbina 5,004B,W01001852,6.8,0.5,1.1,4.3,3.9,13.9,37.6,0.3
Cardiff,Rhiwbina 6,004C,W01001853,6.7,4.6,1.4,9.3,1.8,4.7,18.2,10.5
Cardiff,Rhiwbina 7,004D,W01001854,6.7,1.7,0.7,10.7,6.0,6.3,28.0,0.1
Cardiff,Riverside 1,042A,W01001855,40.5,54.9,40.5,28.1,39.3,32.8,6.1,69.9
Cardiff,Riverside 2,042B,W01001856,49.9,44.1,55.8,55.5,83.1,48.7,18.0,82.6
Cardiff,Riverside 3,042C,W01001857,55.0,81.8,60.3,35.7,47.0,42.4,1.8,66.7
Cardiff,Riverside 4,034A,W01001858,11.3,10.7,9.8,1.7,25.9,15.4,13.3,23.0
Cardiff,Riverside 5,034B,W01001859,8.7,9.1,7.4,3.0,19.3,17.3,8.5,8.1
Cardiff,Riverside 6,034C,W01001860,7.0,4.5,4.5,6.8,17.6,21.7,1.5,14.4
Cardiff,Riverside 7,034D,W01001861,7.8,5.9,4.4,1.6,26.2,23.4,3.0,20.9
Cardiff,Riverside 8,042D,W01001862,42.8,63.1,36.9,18.3,46.1,24.0,15.2,81.4
Cardiff,Rumney 1,022A,W01001863,21.2,21.9,20.1,16.9,21.1,52.0,4.4,35.6
Cardiff,Rumney 2,022B,W01001864,12.8,12.1,14.5,9.7,18.2,30.5,4.9,13.0
Cardiff,Rumney 3,022C,W01001865,12.6,7.6,15.4,5.0,18.3,51.5,15.0,5.7
Cardiff,Rumney 4,016A,W01001866,33.4,36.0,53.8,28.8,60.9,22.2,2.3,20.0
Cardiff,Rumney 5,016B,W01001867,52.0,62.7,71.2,42.8,85.9,26.8,3.8,49.0
Cardiff,Rumney 6,022D,W01001868,40.5,47.5,56.3,38.5,61.6,34.2,1.9,24.3
Cardiff,Splott 1,038A,W01001869,29.8,34.9,29.0,20.9,21.4,79.8,1.9,41.4
Cardiff,Splott 2,037A,W01001870,31.9,36.1,31.8,20.5,50.2,88.6,0.5,26.8
Cardiff,Splott 3,037B,W01001871,59.9,64.6,76.2,61.1,73.7,92.2,0.1,56.5
Cardiff,Splott 4,038B,W01001872,40.9,45.6,30.8,52.0,60.8,87.5,0.0,25.5
Cardiff,Splott 5,038C,W01001873,43.1,50.5,61.1,16.0,82.2,90.9,0.5,24.0
Cardiff,Splott 6,038D,W01001874,61.7,85.9,68.5,43.9,43.2,76.2,4.8,70.7
Cardiff,Splott 7,037C,W01001875,44.2,54.1,50.2,24.0,40.9,77.9,19.5,46.3
Cardiff,Splott 8,037D,W01001876,55.5,65.6,64.8,47.1,72.6,73.7,4.1,61.3
Cardiff,Trowbridge 1,011A,W01001877,15.0,11.6,19.8,12.6,16.7,33.8,14.1,9.9
Cardiff,Trowbridge 2,011B,W01001878,22.7,25.6,14.9,36.4,37.2,19.8,3.5,15.5
Cardiff,Trowbridge 3,013A,W01001879,40.4,44.5,59.3,49.0,54.9,19.9,1.1,25.0
Cardiff,Trowbridge 4,013B,W01001880,55.0,83.1,73.4,34.9,54.3,31.6,6.1,18.7
Cardiff,Trowbridge 5,013C,W01001881,40.0,59.1,45.0,27.4,81.4,13.5,1.8,13.0
Cardiff,Trowbridge 6,011C,W01001882,12.5,9.9,18.5,6.9,9.1,46.5,8.3,4.3
Cardiff,Trowbridge 7,016C,W01001883,40.8,57.2,51.3,16.2,71.2,20.9,2.0,53.5
Cardiff,Trowbridge 8,013D,W01001884,54.1,78.3,69.9,36.6,88.0,21.8,4.0,17.5
Cardiff,Trowbridge 9,011D,W01001885,34.6,35.5,68.0,13.2,25.3,45.3,14.8,33.6
Cardiff,Trowbridge 10,016D,W01001886,51.3,60.8,66.7,37.8,68.5,63.1,7.0,50.6
Cardiff,Whitchurch and Tongwynlais 1,020A,W01001887,3.9,0.3,0.5,0.5,10.7,34.4,6.3,1.4
Cardiff,Whitchurch and Tongwynlais 2,010A,W01001888,13.6,9.4,9.4,5.0,11.2,71.8,18.1,8.8
Cardiff,Whitchurch and Tongwynlais 3,020B,W01001889,7.1,2.6,5.1,0.2,26.8,43.5,1.0,14.2
Cardiff,Whitchurch and Tongwynlais 4,021D,W01001890,7.8,4.3,7.4,0.5,18.4,34.3,12.0,4.4
Cardiff,Whitchurch and Tongwynlais 5,020C,W01001891,15.8,17.7,7.0,21.8,28.9,32.0,2.8,9.3
Cardiff,Whitchurch and Tongwynlais 6,020D,W01001892,5.7,2.0,2.8,0.0,7.7,32.6,14.9,3.0
Cardiff,Whitchurch and Tongwynlais 7,010B,W01001893,18.6,18.1,9.5,14.1,20.0,53.5,21.8,17.0
Cardiff,Whitchurch and Tongwynlais 8,010C,W01001894,9.7,4.0,6.7,6.7,2.6,56.5,19.0,1.1
Cardiff,Whitchurch and Tongwynlais 9,010D,W01001895,19.9,18.1,10.4,25.4,14.9,49.1,14.9,27.7
Cardiff,Whitchurch and Tongwynlais 10,020E,W01001896,5.3,0.8,1.3,10.8,9.8,33.1,2.0,1.9
